CASEID	v3	v1	v2	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v17_jp	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v84_tw1	v84_tw2	v84_tw3	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	s1_cjt	s2_cjt	cn_frcap	jp_frcap	tw_frcap	sex	age	marital	relig	topbot	urbrural	cn_reg	jp_reg	kr_reg	tw_reg	happy	happy_kr	educyrs	degree	inschl	wrkst	fullpart	wrkhrs	empcntrt	wrktype	whynowrk	isco88	cn_rinc	jp_rinc	kr_rinc	tw_rinc	cn_rincx	jp_rincx	kr_rincx	tw_rincx	hhdnum	cn_hinc	jp_hinc	kr_hinc	tw_hinc	rltvhinc	weight	spage	spedyrs	spdegr	spinschl	spwrkst	spfullpt	spwrkhrs	spempcnt	spwktype	spnowrk	spisco88	cn_spinc	jp_spinc	kr_spinc	tw_spinc	cn_sincx	jp_sincx	kr_sincx	tw_sincx	paedyrs	padegr	maedyrs	madegr
2771	5531	2008	1	4	3	2	2	2	1	1	2	2	1	2	2	2	2	 	3	2	2	2	3	2	2	2	2	2	2	4	5	5	5	2	2	5	 	 	 	 	 	5	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	3	 	 	 	3	3	3	3	4	4	2	4	1	1	2	2	2	2	2	2	2	2	1	2	5	5	5	2	2	1	 	 	2	49	1	1	2	3	21	 	 	 	3	 	8	2	0	1	1	48	1	3	 	3152	9600	 	 	 	0	 	 	 	1	20000	 	 	 	2	2.21607971191406	55	8	2	0	1	1	84	1	3	 	8281	10400	 	 	 	 	 	 	 	5	1	8	2
2772	5532	2008	1	3	2	2	2	1	2	1	2	2	1	1	1	1	2	 	1	2	2	1	2	2	2	1	2	1	1	3	2	2	3	1	3	4	 	 	 	 	 	4	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	2	1	2	3	3	2	3	3	3	2	2	1	2	2	2	2	2	2	1	1	5	5	5	2	2	 	 	 	2	24	1	1	6	3	21	 	 	 	2	 	9	2	0	5	 	 	 	 	4	 	 	 	 	 	0	 	 	 	2	30000	 	 	 	2	2.21607971191406	29	8	2	0	3	1	70	 	 	 	8320	30000	 	 	 	 	 	 	 	11	3	11	3
2773	5533	2008	1	4	2	2	2	2	1	1	1	1	2	1	1	1	2	 	2	2	2	2	3	2	2	3	2	2	2	4	4	3	3	2	2	5	 	 	 	 	 	3	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	2	1	 	2	2	2	5	2	 	 	 	3	3	3	3	5	4	3	3	2	2	2	2	1	1	1	2	2	2	1	2	4	4	4	2	2	1	 	 	2	39	1	1	5	3	21	 	 	 	2	 	12	3	0	1	1	40	1	2	 	2331	10000	 	 	 	0	 	 	 	3	30000	 	 	 	3	1.10803985595703	39	10	3	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	5	1	0	0
2774	5534	2008	1	4	3	2	2	1	1	1	2	1	1	2	2	2	2	 	1	2	2	3	2	1	3	2	4	1	1	4	5	4	4	4	1	4	 	 	 	 	 	6	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	4	 	 	 	4	4	3	3	5	3	1	1	1	2	2	2	2	2	2	2	2	2	2	1	5	5	5	2	2	 	 	 	2	46	1	1	5	3	21	 	 	 	2	 	8	2	0	5	 	 	 	 	4	 	 	 	 	 	0	 	 	 	3	20000	 	 	 	1	.738693237304688	49	8	2	0	3	1	50	 	 	 	7437	20000	 	 	 	 	 	 	 	0	0	0	0
2775	5535	2008	1	3	3	2	 	1	2	1	1	1	1	1	1	2	1	 	2	1	2	1	1	2	1	2	2	1	1	4	1	2	1	1	4	5	 	 	 	 	 	2	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	2	2	2	2	1	1	 	2	2	2	2	2	2	 	2	2	2	3	2	 	 	 	2	1	1	3	4	2	5	4	2	2	1	1	1	1	1	1	2	1	2	1	2	3	3	2	2	1	 	 	1	26	1	1	8	3	21	 	 	 	2	 	16	5	0	1	1	40	2	1	 	3440	30000	 	 	 	0	 	 	 	2	50000	 	 	 	2	1.10803985595703	28	16	5	0	1	1	40	1	1	 	 	20000	 	 	 	 	 	 	 	8	2	11	3
2776	5536	2008	1	3	2	2	2	2	1	1	2	2	1	1	2	2	2	 	2	2	3	3	2	3	2	4	3	2	2	4	4	4	4	2	3	5	 	 	 	 	 	3	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	2	2	2	2	1	1	 	2	2	2	2	2	2	 	2	2	2	4	3	 	 	 	3	3	3	3	4	4	4	4	3	2	2	2	1	1	2	2	2	2	1	2	4	4	4	2	2	3	 	 	2	26	1	1	7	3	21	 	 	 	2	 	14	5	0	1	1	60	1	 	 	3434	10000	 	 	 	0	 	 	 	5	50000	 	 	 	3	.554019927978516	27	16	5	0	1	1	70	1	3	 	4115	40000	 	 	 	 	 	 	 	8	2	0	0
2777	5537	2008	1	3	2	1	 	3	1	1	2	3	2	3	3	3	5	 	3	2	2	2	2	2	2	4	3	1	2	4	2	3	3	2	2	2	2	2	1	2	2	5	1	2	1	1	1	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	 	 	 	3	3	5	2	2	2	4	5	4	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	3	 	 	2	24	5	1	5	3	21	 	 	 	2	 	17	5	0	1	1	50	2	 	 	4115	 	 	 	 	0	 	 	 	1	20000	 	 	 	3	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	8	2
2778	5538	2008	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	 	1	2	1	1	1	2	2	2	1	1	1	3	2	2	4	1	3	5	 	 	 	 	 	4	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	3	 	 	 	2	1	2	3	2	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	3	2	2	2	 	 	 	1	28	1	1	1	3	21	 	 	 	5	 	12	3	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	2	 	 	 	 	1	1.10803985595703	26	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	10	3	10	3
2779	5539	2008	1	4	2	3	2	2	1	1	2	3	2	2	2	2	2	 	3	3	3	2	3	2	4	2	3	2	2	4	4	3	3	2	2	5	 	 	 	 	 	5	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	1	2	1	 	2	2	2	2	1	1	 	2	2	2	4	3	 	 	 	2	3	3	2	2	3	5	5	2	2	1	2	1	1	1	1	2	2	1	2	5	5	5	2	2	1	 	 	1	40	1	1	4	3	21	 	 	 	3	 	14	4	0	1	1	48	2	3	 	9160	10000	 	 	 	0	 	 	 	3	20000	 	 	 	2	1.10803985595703	40	10	3	0	1	1	50	1	3	 	2411	10000	 	 	 	 	 	 	 	0	0	0	0
2780	5540	2008	1	3	3	2	2	2	1	1	2	1	2	2	1	1	1	 	1	2	2	1	2	2	1	1	2	1	2	4	2	2	3	1	4	4	 	 	 	 	 	3	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	4	 	 	 	2	1	4	3	4	3	1	1	2	2	2	2	1	1	2	2	2	1	2	2	3	4	4	2	2	1	 	 	1	27	1	1	5	3	21	 	 	 	2	 	16	5	0	1	1	40	1	3	 	3450	20000	 	 	 	0	 	 	 	3	80000	 	 	 	3	1.10803985595703	29	16	5	0	1	1	40	1	3	 	2411	60000	 	 	 	 	 	 	 	5	1	5	1
2781	5551	2008	1	3	3	2	 	4	1	2	3	2	1	2	1	2	2	 	1	2	1	2	4	2	1	2	3	2	1	2	3	3	3	2	2	5	 	 	 	 	 	2	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	1	1	2	1	1	 	2	1	1	2	1	1	 	2	1	1	2	2	 	 	 	3	2	7	2	1	5	1	3	2	2	1	2	1	2	1	2	1	2	2	2	4	4	4	2	2	1	 	 	2	36	1	1	6	3	21	 	 	 	2	 	12	3	0	1	1	40	1	1	 	2411	20000	 	 	 	0	 	 	 	3	40000	 	 	 	3	1.10803985595703	38	16	5	0	1	1	40	1	1	 	3440	20000	 	 	 	 	 	 	 	10	3	0	0
2782	5552	2008	1	4	4	4	 	4	3	2	2	1	2	2	1	1	2	 	1	1	2	1	2	3	4	3	2	3	3	4	5	5	5	5	3	5	 	 	 	 	 	3	1	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	1	2	2	2	1	1	 	1	2	2	2	1	1	 	1	2	2	2	2	 	 	 	3	2	6	3	2	5	4	3	3	3	1	1	1	1	1	1	1	2	1	2	4	4	4	2	2	1	 	 	1	41	1	1	6	3	21	 	 	 	2	 	15	3	0	1	1	40	1	2	 	3450	25000	 	 	 	0	 	 	 	5	60000	 	 	 	3	.554019927978516	39	10	3	0	1	1	40	1	2	 	2230	35000	 	 	 	 	 	 	 	8	2	0	0
2783	5553	2008	1	4	3	2	2	3	2	2	2	2	3	2	2	2	2	 	2	3	2	3	4	4	4	3	4	2	2	3	4	4	4	2	3	4	 	 	 	 	 	1	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	4	 	 	 	3	2	3	3	2	3	1	2	2	2	2	1	1	2	1	2	2	2	2	2	4	4	4	2	2	1	 	 	1	35	1	1	6	3	21	 	 	 	2	 	15	4	0	1	1	40	1	3	 	4212	28000	 	 	 	0	 	 	 	3	30000	 	 	 	3	1.10803985595703	35	11	3	0	1	1	40	1	3	 	2411	2000	 	 	 	 	 	 	 	11	3	0	0
2784	5554	2008	1	4	3	2	2	3	2	2	2	3	2	2	2	3	2	 	2	3	2	3	2	2	3	2	3	2	2	3	2	3	4	2	4	4	 	 	 	 	 	2	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	1	2	2	2	2	 	2	2	2	2	2	1	 	2	1	1	4	4	 	 	 	4	3	4	4	3	4	2	3	2	2	2	1	1	2	2	1	2	1	2	2	5	5	5	2	2	3	 	 	1	30	1	1	8	3	21	 	 	 	4	 	8	2	0	1	1	60	2	 	 	5220	10000	 	 	 	0	 	 	 	4	30000	 	 	 	2	1.10803985595703	28	5	1	0	3	1	60	 	 	 	5220	20000	 	 	 	 	 	 	 	5	1	5	1
2785	5555	2008	1	4	3	2	2	3	2	2	2	2	3	2	2	2	2	 	2	3	4	3	3	4	3	3	4	2	2	3	3	4	3	2	3	5	 	 	 	 	 	2	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	2	2	2	2	2	2	 	2	2	2	2	2	1	 	1	2	2	4	4	 	 	 	3	4	3	3	4	3	3	3	2	2	1	1	1	2	1	1	2	2	1	2	5	5	5	2	2	1	 	 	1	36	1	1	6	3	21	 	 	 	3	 	15	3	0	1	1	40	1	2	 	2330	20000	 	 	 	0	 	 	 	3	35000	 	 	 	3	1.10803985595703	34	11	3	0	1	1	40	1	2	 	2331	15000	 	 	 	 	 	 	 	5	1	5	1
2786	5556	2008	1	4	4	4	2	4	2	1	3	3	4	3	2	1	1	 	2	2	1	3	4	3	2	3	2	3	2	4	5	5	4	4	3	5	 	 	 	 	 	4	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	4	3	5	3	2	4	2	2	2	2	2	2	1	1	2	2	1	2	1	2	5	5	5	2	2	 	 	 	2	60	1	1	6	3	21	 	 	 	3	 	6	1	0	5	 	 	 	 	4	 	 	 	 	 	0	 	 	 	1	15000	 	 	 	3	2.21607971191406	60	11	3	0	1	1	40	1	3	 	 	15000	 	 	 	 	 	 	 	0	0	0	0
2787	5557	2008	1	4	3	2	2	3	2	2	2	3	3	3	2	2	2	 	2	3	2	3	2	3	2	3	2	2	3	2	2	4	4	2	3	4	 	 	 	 	 	1	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	2	1	 	1	2	1	2	2	2	 	2	1	2	2	2	1	 	1	2	1	3	3	 	 	 	3	4	3	2	3	2	2	3	2	2	2	1	1	1	2	1	2	2	1	2	5	5	5	2	2	1	 	 	2	51	2	1	4	3	21	 	 	 	2	 	9	2	0	1	1	48	1	3	 	8269	9000	 	 	 	0	 	 	 	2	24000	 	 	 	3	1.10803985595703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	0	0	0
2788	5558	2008	1	4	3	1	2	3	2	1	2	2	3	2	2	2	2	 	2	3	4	3	4	3	4	4	3	3	2	3	4	3	4	2	3	4	 	 	 	 	 	1	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	2	1	 	2	2	2	2	2	1	 	2	2	2	1	2	1	 	2	2	2	3	3	 	 	 	2	3	2	3	2	3	2	3	2	1	2	1	1	2	2	2	2	2	1	2	5	5	5	2	2	 	 	 	2	42	1	1	9	3	21	 	 	 	2	 	8	2	0	3	1	42	 	 	 	9110	30000	 	 	 	0	 	 	 	4	60000	 	 	 	4	.554019927978516	51	11	3	0	1	1	48	1	3	 	3416	30000	 	 	 	 	 	 	 	0	0	0	0
2789	5559	2008	1	3	2	2	2	3	2	2	2	2	3	2	2	2	2	 	2	2	3	4	4	3	4	3	4	2	2	4	4	4	4	2	3	4	 	 	 	 	 	1	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	3	3	 	 	 	3	3	2	3	4	3	2	2	1	1	1	2	2	2	1	1	2	1	1	2	5	5	5	2	2	1	 	 	2	44	1	1	6	3	21	 	 	 	2	 	13	3	0	1	1	40	1	3	 	7340	18000	 	 	 	0	 	 	 	3	28000	 	 	 	2	1.10803985595703	47	8	2	0	1	1	56	1	3	 	7245	10000	 	 	 	 	 	 	 	5	1	0	0
2790	5560	2008	1	1	3	2	 	4	2	1	3	2	1	3	2	1	2	 	1	2	1	2	3	4	5	6	2	2	2	3	4	4	4	4	3	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	1	2	2	2	2	1	 	1	2	2	2	2	1	 	1	2	2	4	4	 	 	 	3	2	5	4	3	6	1	1	1	1	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	3	 	 	2	31	1	1	4	3	21	 	 	 	3	 	16	4	0	1	1	42	2	 	 	5149	12000	 	 	 	0	 	 	 	5	25000	 	 	 	3	.554019927978516	30	13	4	0	3	1	56	 	 	 	5220	13000	 	 	 	 	 	 	 	8	2	0	0
2791	5571	2008	1	4	4	4	2	4	1	2	3	2	1	4	1	2	2	 	3	3	4	5	4	5	6	3	4	1	2	4	5	4	5	3	2	4	 	 	 	 	 	5	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	4	 	 	 	2	3	4	2	3	5	1	2	1	2	2	1	2	1	2	1	2	2	1	1	5	5	5	2	2	 	 	 	2	66	2	1	6	3	21	 	 	 	3	 	9	2	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	1	9000	 	 	 	3	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0
2792	5572	2008	1	3	3	2	2	3	2	1	2	2	1	2	2	2	2	 	2	2	3	2	2	2	3	2	3	2	2	3	4	4	5	2	2	4	 	 	 	 	 	3	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	4	4	 	 	 	4	3	3	3	2	3	2	3	1	1	2	2	1	2	2	1	2	2	1	2	5	5	5	2	2	 	 	 	2	55	1	1	5	3	21	 	 	 	2	 	9	2	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	4	35000	 	 	 	3	.554019927978516	59	8	2	0	1	1	40	1	3	 	3440	25000	 	 	 	 	 	 	 	0	0	0	0
2793	5573	2008	1	2	2	2	 	3	1	1	2	3	3	3	2	3	4	 	4	3	2	5	2	3	3	5	5	2	2	4	3	4	3	2	3	5	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	2	 	 	 	6	3	5	2	6	3	3	2	2	2	2	2	2	2	2	2	2	1	2	2	3	3	3	2	2	 	 	 	2	21	5	1	7	3	21	 	 	 	2	 	14	4	1	5	 	 	 	 	2	 	 	 	 	 	0	 	 	 	2	3000	 	 	 	2	1.10803985595703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	11	3
2794	5574	2008	1	4	4	2	2	3	2	2	2	2	4	2	2	2	2	 	2	2	3	2	3	3	4	2	3	2	2	4	4	4	5	2	3	4	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	4	4	 	 	 	4	4	5	3	3	4	3	4	2	2	1	2	1	2	1	1	2	2	1	2	5	5	5	2	2	1	 	 	1	55	1	1	6	3	21	 	 	 	2	 	10	3	0	1	1	40	1	1	 	3440	15000	 	 	 	0	 	 	 	3	20000	 	 	 	3	.738693237304688	55	0	0	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	5	1	0	0
2795	5575	2008	1	4	4	3	 	4	3	2	1	2	3	2	1	2	3	 	2	3	4	1	5	3	5	2	4	2	1	3	3	2	3	1	2	5	 	 	 	 	 	3	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	5	1	 	 	 	3	1	4	1	2	5	1	2	2	2	2	2	1	2	1	1	2	1	2	1	5	5	5	2	2	2	 	 	2	37	1	1	5	3	21	 	 	 	3	 	11	3	0	1	1	40	1	3	 	2332	10000	 	 	 	0	 	 	 	4	20000	 	 	 	3	.738693237304688	40	8	2	0	1	1	40	1	3	 	5162	10000	 	 	 	 	 	 	 	5	1	0	0
2796	5576	2008	1	4	4	2	2	4	1	2	3	4	3	5	1	2	1	 	2	3	2	2	5	3	5	3	5	2	1	4	1	5	4	3	2	2	1	2	2	2	2	3	1	1	1	2	1	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	3	2	5	2	3	6	1	2	3	2	1	1	1	2	1	1	2	1	2	2	5	5	5	2	2	1	 	 	2	47	1	1	6	3	21	 	 	 	2	 	13	3	0	1	1	48	1	1	 	4115	15000	 	 	 	0	 	 	 	2	30000	 	 	 	3	1.10803985595703	47	8	2	0	3	1	48	 	 	 	7245	15000	 	 	 	 	 	 	 	0	0	0	0
2797	5577	2008	1	4	3	2	2	3	1	2	2	2	2	2	2	2	2	 	2	3	2	2	3	2	3	2	3	2	2	3	4	5	5	2	3	4	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	1	1	1	2	2	2	 	2	2	2	1	2	2	 	2	2	2	4	4	 	 	 	5	4	5	3	4	3	1	1	1	1	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	 	 	 	1	52	1	1	3	3	21	 	 	 	4	 	10	3	0	5	 	 	 	 	6	 	 	 	 	 	0	 	 	 	3	3500	 	 	 	2	.738693237304688	50	11	3	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	0	0	0	0
2798	5578	2008	1	3	1	1	 	3	2	2	4	5	4	4	1	1	2	 	2	1	2	5	2	2	3	2	3	2	2	4	4	2	4	2	3	3	2	2	2	1	2	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	1	1	1	 	1	2	2	2	2	1	 	2	2	2	1	1	 	 	 	6	4	7	2	2	4	1	3	4	3	2	1	1	1	1	1	2	1	2	1	5	5	5	2	2	3	 	 	1	25	5	1	7	3	21	 	 	 	2	 	8	2	0	1	1	56	2	 	 	8320	15000	 	 	 	0	 	 	 	4	30000	 	 	 	3	.554019927978516	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	2	11	3
2799	5579	2008	1	4	4	4	 	4	2	1	3	4	3	2	1	2	1	 	2	2	3	2	1	2	1	3	4	2	3	4	5	5	5	5	3	5	 	 	 	 	 	4	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	2	 	 	 	3	2	4	3	2	5	1	2	1	1	2	1	1	2	1	2	2	2	2	2	5	5	5	2	2	 	 	 	1	46	1	1	3	3	21	 	 	 	4	 	10	3	0	5	 	 	 	 	6	 	 	 	 	 	0	 	 	 	3	8000	 	 	 	2	.738693237304688	45	8	2	0	3	1	70	 	 	 	5169	8000	 	 	 	 	 	 	 	0	0	0	0
2800	5580	2008	1	4	4	4	 	4	3	4	2	5	1	2	3	2	1	 	1	2	3	2	1	4	5	2	5	3	3	4	3	2	3	1	3	5	 	 	 	 	 	4	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	4	3	2	1	3	5	1	3	4	3	2	1	2	2	1	2	2	2	1	1	5	5	5	2	2	3	 	 	1	29	1	1	6	3	21	 	 	 	2	 	9	2	0	1	1	70	1	 	 	8320	15000	 	 	 	0	 	 	 	7	20000	 	 	 	2	.443215936422348	27	8	2	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	8	2	8	2
2801	5591	2008	1	3	3	3	2	2	1	1	1	1	2	2	1	1	3	 	4	3	3	3	4	4	4	4	4	1	1	4	4	4	4	2	2	5	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	2	2	2	2	1	2	 	2	2	2	2	2	1	 	1	1	1	3	3	 	 	 	2	3	5	2	5	4	1	2	2	2	2	2	2	2	2	1	2	2	1	2	5	5	5	2	2	 	 	 	2	45	1	1	7	4	21	 	 	 	3	 	11	3	0	5	 	 	 	 	4	 	 	 	 	 	0	 	 	 	3	30000	 	 	 	2	.738693237304688	45	8	2	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	5	1	5	1
2802	5592	2008	1	2	2	2	 	4	1	1	1	1	1	1	1	1	4	 	4	4	4	4	3	4	4	4	4	1	1	4	2	2	2	2	3	5	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	1	1	1	2	1	1	 	1	1	1	2	1	1	 	1	1	1	3	3	 	 	 	2	3	5	3	6	5	1	4	2	2	2	2	2	2	2	2	2	2	1	2	5	5	5	2	2	 	 	 	2	18	5	1	4	4	21	 	 	 	2	 	8	2	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	4	6000	 	 	 	1	.554019927978516	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	2	8	2
2803	5593	2008	1	4	2	3	2	1	2	2	2	2	2	3	2	2	2	 	2	2	3	2	3	2	3	2	3	2	2	4	2	3	4	2	2	4	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	2	 	 	 	2	3	2	3	2	3	1	3	4	4	1	2	2	2	2	2	2	2	2	1	5	5	5	2	2	 	 	 	1	35	1	1	3	4	21	 	 	 	2	 	10	2	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	4	5000	 	 	 	1	1.10803985595703	33	8	2	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	0	0	5	1
2804	5594	2008	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	 	2	2	3	2	2	3	2	4	3	2	2	4	2	2	3	2	2	4	 	 	 	 	 	3	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	1	2	2	2	1	1	 	1	2	2	2	1	1	 	1	2	2	2	2	 	 	 	2	3	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	5	5	5	2	2	 	 	 	1	46	1	1	6	4	21	 	 	 	2	 	8	2	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	5	3000	 	 	 	1	.554019927978516	46	8	2	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	0	0	0	0
2805	5595	2008	1	4	4	2	2	2	1	2	1	2	2	1	2	2	1	 	2	2	1	2	1	2	2	1	1	1	2	4	4	4	4	4	1	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	2	3	2	1	3	2	1	4	1	2	2	2	2	2	2	2	1	2	2	2	5	5	5	2	2	 	 	 	1	62	1	1	7	4	21	 	 	 	3	 	11	3	0	3	1	80	 	 	 	9110	10000	 	 	 	0	 	 	 	2	20000	 	 	 	2	1.10803985595703	52	8	2	0	4	1	70	 	 	 	9110	10000	 	 	 	 	 	 	 	0	0	0	0
2806	5596	2008	1	2	1	1	 	2	2	1	1	1	1	1	1	1	2	 	1	2	2	1	1	2	2	1	2	1	2	4	4	3	4	1	5	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	4	 	 	 	2	1	2	2	4	3	3	4	2	2	2	2	2	2	2	1	1	1	2	1	5	5	5	2	2	 	 	 	1	25	5	1	6	4	21	 	 	 	3	 	9	2	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	3	10000	 	 	 	3	.738693237304688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	2	5	1
